"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6532","Valid Login","chromium","Thu Mar 05 14:30:50 IST 2026","passed","Thu Mar 05 14:30:57 IST 2026","HomePage tests","HomePage.spec.ts","",""
